feature,mean_importance
MATCH_ZONE_J_OBSERVATION_ID_01f216dc6c80d0d9468f0d8a1a8b00cb,0.0
MATCH_ZONE_J_OBSERVATION_ID_01fafa625ed04bd0e7925a350c128089,0.0
MATCH_ZONE_J_OBSERVATION_ID_01fe8ea27aa9ac01f708caed25694f50,0.0
MATCH_ZONE_J_OBSERVATION_ID_01ff4e0330b7b0c1fe5b13a3272ac5e9,0.0
MATCH_ZONE_J_OBSERVATION_ID_0201a447ab2aa35f0f9845b5d8728516,0.0
MATCH_ZONE_J_OBSERVATION_ID_015934354fd47e2cb5879839789946a6,0.0
MATCH_ZONE_J_OBSERVATION_ID_015a37a077b4b7fac6b151bb9936c6b1,0.0
MATCH_ZONE_J_OBSERVATION_ID_0164ad8be78fd0988dd85dc39349aacb,0.0
MATCH_ZONE_J_OBSERVATION_ID_016d7cd74da28b1afa8f85bc46634838,0.0
MATCH_ZONE_J_OBSERVATION_ID_0170d40165bda4c0063f639105e20514,0.0
MATCH_ZONE_J_OBSERVATION_ID_01744dbbd40b06676964afda047c278c,0.0
MATCH_ZONE_J_OBSERVATION_ID_021b7aab1b3b745f37b31c97dd2e3c9d,0.0
MATCH_ZONE_J_OBSERVATION_ID_022a76a123feaaa72a8bcba71ee0eb7b,0.0
MATCH_ZONE_J_OBSERVATION_ID_0203d51cebc7a27e84729aef93c83532,0.0
MATCH_ZONE_J_OBSERVATION_ID_021a570756329f1faeaab22c77ba275f,0.0
MATCH_ZONE_J_OBSERVATION_ID_022cc685434c1eb44b94e209722293ed,0.0
BACK_TO_SCHOOL,1.4238793876516901e-05
NUMBER_OF_HOME_MATCHES_ON_LAST_30_DAYS,5.451839305446969e-05
IS_HOLIDAYS,5.7823954918282216e-05
COMPETITION,0.0001002759468048485
FORFAIT_AND_REPORT,0.00010495094095716898
VICTORY_LOSS_TREND_ADVERSAIRE,0.00013154120835845768
VICTORY_LOSS_TREND_OL,0.0001674195467140058
OLRANKB4MATCH,0.00018881404055397764
MATCH_TIME,0.0002090758234547919
PRIX_MOYEN_ZONE,0.0003861116809047359
REPUTATION_LEVEL_ADVERSAIRE,0.00039741264793743324
ADVERSAIRE,0.0004156815052424806
AVERAGE_PRICE_ZOT,0.0005475364041840354
NB_CATEGORIES,0.0007659736942011329
AYANTDROITMAX,0.0007807581174716669
ON_3_DAY_SALES_ROLLING_CUMUL,0.0007905739799554294
MATCH_TEMPERATURE,0.000793583814252802
MATCH_ID,0.0008232612905360049
COMPETITION_STAGE,0.0008560468809257012
MATCH_DATE,0.001406534593062367
J_MOINS,0.0023714241789185827
ZONE,0.0028959242782589127
INVITMAX,0.0032112900281764285
AVG_ATTENDANCE_ZONE,0.01580299629272893
ABOVENDUMAX,0.04271667988586768
SALES_CUMUL,0.09445154924058405
